USER POSITION
2.68796,-15.7737,-13.3284,-0.3084950157506219,25.813598912648427,6.9429821000511724
2.71767,-15.8087,-13.2927,-0.3084950157506219,25.813598912648427,6.9429821000511724
2.75951,-15.8343,-13.2604,-0.3084950157506219,25.813598912648427,6.9429821000511724
2.68764,-15.9098,-13.2558,-0.3084950157506219,25.813598912648427,6.9429821000511724
2.51075,-16.0201,-13.2813,-0.3084950157506219,25.813598912648427,6.9429821000511724
2.33954,-16.1165,-13.3048,-0.3084950157506219,25.813598912648427,6.9429821000511724
2.20511,-16.1909,-13.3043,-0.3084950157506219,25.813598912648427,6.9429821000511724
2.07921,-16.2222,-13.3059,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.95013,-16.2401,-13.3109,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.8799,-16.2557,-13.3014,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.87356,-16.2557,-13.2884,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.88723,-16.2546,-13.2801,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.89062,-16.2709,-13.2644,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.85169,-16.3002,-13.2478,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.82462,-16.3387,-13.2153,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.81857,-16.4003,-13.143,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.79503,-16.478,-13.0608,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.71158,-16.5509,-13.0171,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.6303,-16.6454,-13.0037,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.55925,-16.7475,-13.0012,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.51608,-16.8817,-13.0076,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.48921,-17.0288,-13.0014,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.47755,-17.1596,-13.0055,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.4463,-17.2932,-13.0248,-0.3084950157506219,25.813598912648427,6.9429821000511724
1.41376,-17.4478,-13.0413,-0.3084950157506219,25.813598912648427,6.9429821000511724
